country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,population,Code,gdp_per_capita,renewable_energy_consumption
Turkey,1990,151.615,2.707,70.204,60.12,7.647,56015570,TUR,12124.939,11.5849695
Turkey,1991,158.126,2.774,74.99,58.789,9.145,57009853,TUR,11999.29,11.137753
Turkey,1992,164.065,2.829,75.08,63.246,9.926,57990062,TUR,12390.487,12.401254
Turkey,1993,171.139,2.901,70.566,73.136,11.088,58999121,TUR,13110.391,14.5921545
Turkey,1994,167.566,2.791,68.585,70.63,11.348,60033776,TUR,12282.972,13.571032
Turkey,1995,181.355,2.972,71.101,78.056,14.441,61024457,TUR,13035.547,14.165338
Turkey,1996,199.647,3.223,82.694,82.12,16.82,61951087,TUR,13788.159,14.756494
Turkey,1997,212.108,3.375,90.549,81.899,20.788,62852916,TUR,14620.152,13.91742
Turkey,1998,212.135,3.328,94.057,77.471,21.658,63734336,TUR,14764.592,14.376533
Turkey,1999,207.928,3.219,84.306,78.876,26.718,64591859,TUR,14093.176,12.090448
Turkey,2000,229.937,3.514,98.619,82.614,30.118,65425910,TUR,14878.176,10.095571
Turkey,2001,213.581,3.224,84.601,78.145,32.578,66245077,TUR,13849.279,8.632096
Turkey,2002,221.226,3.299,87.32,80.255,34.766,67048743,TUR,14565.538,10.917991
Turkey,2003,236.766,3.49,92.078,81.859,43.193,67831688,TUR,15227.171,10.734353
Turkey,2004,244.769,3.568,93.453,85.843,44.368,68592567,TUR,16533.355,12.999957
Turkey,2005,264.871,3.82,102.178,84.446,54.859,69329509,TUR,17828.541,10.807185
Turkey,2006,282.368,4.031,111.676,83.084,62.166,70045304,TUR,18872.418,10.873855
Turkey,2007,313.693,4.434,126.159,87.866,72.005,70750548,TUR,19792.387,8.325992
Turkey,2008,310.622,4.341,122.958,86.88,71.548,71562297,TUR,19702.756,7.7843437
Turkey,2009,316.412,4.366,130.449,83.74,71.36,72464795,TUR,18495.398,8.471884
Turkey,2010,316.193,4.311,129.772,80.523,71.655,73346724,TUR,19751.621,11.710368
Turkey,2011,342.057,4.609,135.425,84.197,86.048,74215158,TUR,21643.8,11.392329
Turkey,2012,356.107,4.736,141.827,89.728,87.094,75197146,TUR,22392.938,12.031112
Turkey,2013,347.332,4.546,125.598,94.357,86.692,76402978,TUR,23983.133,13.033268
Turkey,2014,364.028,4.665,130.464,98.998,93.537,78036104,TUR,24830.574,9.500809
Turkey,2015,384.93,4.811,139.39,108.643,96.438,80014170,TUR,25992.297,13.672968
Turkey,2016,405.95,4.972,152.272,117.847,91.852,81652039,TUR,26497.135,13.98593
Turkey,2017,430.901,5.186,158.615,120.765,104.89,83083616,TUR,28117.953,12.631601
Turkey,2018,422.059,5.0,163.563,116.358,95.751,84415922,TUR,28575.762,14.129833
Turkey,2019,402.692,4.718,165.994,114.354,83.614,85357615,TUR,28400.7,18.383698
Turkey,2020,412.927,4.796,159.296,114.069,92.29,86091644,TUR,28649.55,18.102613
Turkey,2021,452.703,5.222,166.226,119.998,115.652,86686206,TUR,31637.53,15.69624
Turkey,2022,437.305,5.023,168.425,125.125,98.903,87058421,TUR,33061.047,18.035873
Turkey,2023,432.077,4.951,157.878,131.864,97.466,87270451,TUR,34609.914,18.325584
Turkmenistan,1990,33.344,8.867,1.416,14.307,16.75,3760508,TKM,7925.498,0.0051757437
Turkmenistan,1991,30.425,7.89,1.207,11.989,16.413,3855848,TKM,7373.584,0.005698852
Turkmenistan,1992,31.994,8.111,1.59,17.34,12.617,3944649,TKM,6128.9155,0.008451529
Turkmenistan,1993,27.516,6.824,0.359,8.789,17.922,4032366,TKM,6085.5254,0.0109105045
Turkmenistan,1994,34.216,8.312,0.0,8.813,24.346,4116616,TKM,4929.734,0.0081943935
Turkmenistan,1995,34.569,8.248,0.0,8.111,25.645,4191159,TKM,4493.4277,0.010656185
Turkmenistan,1996,31.654,7.424,0.264,9.42,20.738,4263771,TKM,4712.8335,0.008788111
Turkmenistan,1997,31.196,7.193,0.0,9.209,21.166,4336684,TKM,4105.369,0.011278872
Turkmenistan,1998,33.446,7.583,0.0,11.809,20.035,4410461,TKM,4323.302,0.011850688
Turkmenistan,1999,39.797,8.859,0.0,12.906,24.518,4492116,TKM,4945.0854,0.011266127
Turkmenistan,2000,39.361,8.589,0.0,12.337,24.948,4582628,TKM,5112.5293,0.0067249676
Turkmenistan,2001,34.034,7.279,0.0,11.611,20.372,4675373,TKM,5228.803,0.005735001
Turkmenistan,2002,30.131,6.317,0.0,13.124,14.52,4769411,TKM,5138.871,0.006629427
Turkmenistan,2003,40.568,8.341,0.0,14.836,22.552,4863821,TKM,5203.8545,0.0051165908
Turkmenistan,2004,49.355,9.954,0.0,15.345,30.884,4958043,TKM,5360.224,0.004567285
Turkmenistan,2005,47.929,9.487,0.0,15.359,29.821,5052212,TKM,5945.9526,0.00483816
Turkmenistan,2006,49.5,9.617,0.0,14.997,31.518,5147061,TKM,6476.828,0.004684016
Turkmenistan,2007,49.183,9.379,0.0,15.679,30.718,5243998,TKM,7060.1484,0.0050543896
Turkmenistan,2008,59.438,11.12,0.0,16.202,40.073,5344980,TKM,7944.996,0.0053720223
Turkmenistan,2009,52.462,9.623,0.0,15.253,34.497,5451545,TKM,8264.865,0.0036526083
Turkmenistan,2010,59.184,10.636,0.0,16.986,39.685,5564305,TKM,8842.333,0.0034968131
Turkmenistan,2011,65.155,11.464,0.0,17.752,43.327,5683365,TKM,9929.689,0.0035037813
Turkmenistan,2012,66.939,11.524,0.0,18.576,42.865,5808503,TKM,10794.233,0.003377471
Turkmenistan,2013,64.34,10.833,0.0,19.093,40.0,5939302,TKM,11633.291,0.0047804024
Turkmenistan,2014,62.799,10.337,0.0,19.98,37.97,6075239,TKM,12544.398,0.005624929
Turkmenistan,2015,64.323,10.348,0.0,20.112,39.487,6215727,TKM,13057.83,0.006578811
Turkmenistan,2016,63.49,9.983,0.0,20.332,38.523,6359994,TKM,13552.848,0.0073021664
Turkmenistan,2017,63.44,9.749,0.0,20.412,38.523,6507023,TKM,14107.667,0.007814309
Turkmenistan,2018,62.756,9.429,0.0,20.401,38.523,6655474,TKM,14648.136,0.006885271
Turkmenistan,2019,63.178,9.285,0.0,19.462,40.272,6803896,TKM,15231.306,0.0071389815
Turkmenistan,2020,64.26,9.246,0.0,18.548,41.853,6949869,TKM,15791.178,0.005636626
Turkmenistan,2021,63.435,8.944,0.0,18.584,41.85,7091984,TKM,16434.14,0.0055984124
Turkmenistan,2022,64.154,8.873,0.0,18.605,42.736,7230147,TKM,17119.574,0.005265348
Turkmenistan,2023,63.363,8.604,0.0,18.508,41.842,7364394,TKM,17866.404,0.0056239134
Ukraine,1990,706.227,13.567,263.168,205.687,216.19,52054034,UKR,22815.799,0.9160336
Ukraine,1991,632.924,12.132,222.622,167.044,224.884,52170917,UKR,20784.16,1.0886203
Ukraine,1992,589.283,11.262,245.344,129.12,197.13,52323629,UKR,18671.873,0.8673078
Ukraine,1993,510.32,9.748,235.88,94.482,165.866,52350078,UKR,16012.372,1.3863738
Ukraine,1994,419.492,8.055,185.817,77.58,144.306,52075944,UKR,12410.525,1.781419
Ukraine,1995,390.072,7.55,174.093,72.31,134.048,51665488,UKR,10983.009,1.4995031
Ukraine,1996,351.77,6.867,146.215,60.779,137.899,51226062,UKR,9969.501,1.3958652
Ukraine,1997,340.514,6.705,154.305,49.468,129.719,50786832,UKR,9754.05,1.6528705
Ukraine,1998,328.808,6.527,123.079,42.553,155.921,50379676,UKR,9646.055,2.7375402
Ukraine,1999,298.579,5.974,123.714,37.528,130.367,49976390,UKR,9704.445,2.528877
Ukraine,2000,285.674,5.765,122.878,31.612,124.325,49556602,UKR,10364.0625,1.9846109
Ukraine,2001,303.891,6.188,131.831,33.996,130.433,49106813,UKR,11379.386,2.1382825
Ukraine,2002,295.901,6.079,136.228,35.368,116.284,48677235,UKR,12092.789,1.70912
Ukraine,2003,307.245,6.359,132.444,37.249,128.304,48315085,UKR,13342.88,1.5928751
Ukraine,2004,310.626,6.474,135.323,36.469,128.409,47979445,UKR,15021.066,2.0227644
Ukraine,2005,313.531,6.589,135.906,36.259,130.363,47585510,UKR,15610.573,2.0860643
Ukraine,2006,333.062,7.045,154.04,40.508,126.738,47278638,UKR,16901.508,2.1364205
Ukraine,2007,336.82,7.157,161.469,43.12,119.444,47062750,UKR,18374.014,1.7362435
Ukraine,2008,325.983,6.963,154.64,43.891,114.802,46819115,UKR,18883.986,2.01425
Ukraine,2009,277.593,5.954,136.611,42.693,89.978,46623687,UKR,16092.796,2.4075785
Ukraine,2010,294.366,6.336,145.421,39.84,100.442,46455954,UKR,16811.795,2.4636333
Ukraine,2011,308.376,6.659,153.853,39.774,104.231,46307812,UKR,17783.957,1.9812615
Ukraine,2012,304.424,6.588,158.981,38.465,97.27,46210001,UKR,17848.74,2.0209785
Ukraine,2013,297.479,6.449,160.185,37.34,90.477,46126715,UKR,17889.092,2.8779476
Ukraine,2014,257.639,5.604,138.373,35.341,75.185,45972329,UKR,16978.812,2.1985745
Ukraine,2015,223.788,4.888,119.393,30.489,65.487,45784854,UKR,15403.71,1.8503942
Ukraine,2016,233.961,5.129,126.828,34.124,64.067,45616779,UKR,15856.8125,2.277203
Ukraine,2017,223.081,4.91,112.586,35.342,66.621,45435996,UKR,16310.36,2.8698545
Ukraine,2018,231.664,5.124,120.544,35.214,66.949,45208854,UKR,16978.984,3.282194
Ukraine,2019,221.943,4.937,114.046,38.481,60.388,44957402,UKR,17636.555,3.2199564
Ukraine,2020,206.824,4.629,102.155,34.915,60.606,44679967,UKR,17092.54,4.7072678
Ukraine,2021,210.153,4.744,103.8,37.046,59.839,44298591,UKR,17846.408,5.8901844
Ukraine,2022,141.126,3.438,59.279,32.279,40.1,41048717,UKR,13787.121,7.502861
Ukraine,2023,136.461,3.616,53.043,32.81,41.139,37732781,UKR,15885.226,8.776944
United Arab Emirates,1990,51.704,27.238,0.07,17.624,30.701,1898182,ARE,108057.04,0.0
United Arab Emirates,1991,56.673,28.243,0.07,17.437,36.798,2006584,ARE,103098.54,0.0
United Arab Emirates,1992,57.757,27.312,0.07,20.575,34.004,2114680,ARE,101100.484,0.0
United Arab Emirates,1993,65.566,29.506,0.07,27.489,35.597,2222054,ARE,97429.164,0.0
United Arab Emirates,1994,75.011,32.218,0.07,28.563,41.266,2328151,ARE,99402.02,0.0
United Arab Emirates,1995,72.464,29.763,0.07,22.066,44.875,2434622,ARE,101412.086,0.0
United Arab Emirates,1996,75.412,29.032,0.07,15.392,54.238,2597523,ARE,100563.695,0.0
United Arab Emirates,1997,72.92,25.882,0.07,14.942,53.157,2817373,ARE,100310.445,0.0
United Arab Emirates,1998,80.106,26.347,0.07,19.119,55.905,3040384,ARE,93224.22,0.0
United Arab Emirates,1999,77.316,23.673,0.07,15.309,56.982,3265963,ARE,89303.77,0.0
United Arab Emirates,2000,111.813,32.005,0.07,46.617,60.331,3493539,ARE,92547.23,0.0
United Arab Emirates,2001,101.418,27.237,0.07,34.955,61.929,3723546,ARE,88045.195,0.0
United Arab Emirates,2002,84.649,21.393,0.359,10.31,69.525,3956774,ARE,84871.6,0.0
United Arab Emirates,2003,106.443,25.389,0.421,28.904,72.211,4192414,ARE,87150.88,0.0
United Arab Emirates,2004,111.703,25.221,0.476,29.278,77.073,4428915,ARE,90388.984,0.0
United Arab Emirates,2005,114.399,24.524,0.55,30.43,78.226,4664749,ARE,89986.13,0.0
United Arab Emirates,2006,121.705,24.297,1.066,31.694,82.561,5009050,ARE,92044.516,0.0
United Arab Emirates,2007,133.125,23.668,0.513,33.797,91.296,5624590,ARE,84581.87,0.0
United Arab Emirates,2008,153.684,24.384,1.378,35.069,107.805,6302620,ARE,77891.99,0.0
United Arab Emirates,2009,168.013,25.05,1.041,45.082,113.47,6707016,ARE,69358.0,0.0018018183
United Arab Emirates,2010,184.842,26.641,2.477,57.387,116.869,6938332,ARE,68799.93,0.0049336487
United Arab Emirates,2011,197.573,27.443,1.674,58.346,130.171,7199389,ARE,70662.516,0.0052517494
United Arab Emirates,2012,207.392,27.663,5.247,62.535,132.61,7497073,ARE,69158.83,0.005816928
United Arab Emirates,2013,213.335,27.239,6.72,62.405,136.411,7831805,ARE,69806.95,0.019638853
United Arab Emirates,2014,209.98,25.493,7.482,60.253,133.342,8236833,ARE,69409.04,0.06980533
United Arab Emirates,2015,225.684,26.017,6.503,76.063,134.155,8674586,ARE,70234.734,0.062221255
United Arab Emirates,2016,226.605,25.092,6.98,77.346,134.91,9030811,ARE,70573.99,0.0625434
United Arab Emirates,2017,212.913,23.057,8.072,76.97,119.959,9234286,ARE,68871.85,0.15372168
United Arab Emirates,2018,209.702,22.436,7.273,76.567,117.578,9346819,ARE,68854.97,0.26315713
United Arab Emirates,2019,219.776,23.436,6.734,74.76,130.966,9377805,ARE,68887.84,0.7439356
United Arab Emirates,2020,217.38,23.007,8.086,69.942,132.351,9448476,ARE,65784.68,1.0817803
United Arab Emirates,2021,216.232,22.089,9.827,74.911,124.622,9789001,ARE,67401.125,1.2428938
United Arab Emirates,2022,225.977,22.064,9.09,84.126,125.779,10242033,ARE,68867.83,1.411247
United Arab Emirates,2023,229.384,21.554,9.257,85.996,127.187,10642052,ARE,68577.54,2.514485
United Kingdom,1990,601.945,10.493,252.69,217.8,113.518,57367820,GBR,35586.742,0.64315045
United Kingdom,1991,609.413,10.588,253.623,218.39,121.693,57555147,GBR,35085.508,0.5779747
United Kingdom,1992,593.846,10.289,237.747,218.447,122.296,57719216,GBR,35131.094,0.70368606
United Kingdom,1993,579.613,10.017,207.686,219.163,137.591,57860992,GBR,35919.582,0.63459617
United Kingdom,1994,574.017,9.896,195.376,215.736,145.455,58003148,GBR,37206.207,0.7848496
United Kingdom,1995,566.159,9.735,181.699,211.595,154.254,58154574,GBR,38047.36,0.75174713
United Kingdom,1996,586.761,10.065,173.072,216.892,177.543,58298512,GBR,38930.49,0.61532766
United Kingdom,1997,562.708,9.628,154.729,207.743,182.887,58447041,GBR,40742.605,0.78752273
United Kingdom,1998,568.544,9.698,154.088,204.934,191.361,58626774,GBR,42006.35,0.9433471
United Kingdom,1999,561.65,9.546,138.313,201.663,205.231,58838619,GBR,43146.945,1.0599864
United Kingdom,2000,569.034,9.635,144.443,198.238,210.131,59057278,GBR,44859.66,1.0869671
United Kingdom,2001,577.971,9.749,153.534,198.651,210.16,59288055,GBR,45836.996,1.0432147
United Kingdom,2002,560.273,9.41,141.691,196.13,207.03,59540709,GBR,46462.96,1.2373027
United Kingdom,2003,571.619,9.556,153.103,194.397,208.462,59820332,GBR,47704.984,1.194247
United Kingdom,2004,573.43,9.53,147.662,197.952,211.734,60169911,GBR,48600.23,1.5487816
United Kingdom,2005,570.338,9.412,148.033,200.448,205.438,60596057,GBR,49586.67,1.8603446
United Kingdom,2006,567.846,9.301,160.844,197.183,194.126,61051051,GBR,50395.383,2.0468767
United Kingdom,2007,559.566,9.093,150.844,196.16,196.52,61535810,GBR,51317.055,2.3372478
United Kingdom,2008,544.932,8.785,139.219,188.8,202.655,62027249,GBR,50788.082,2.8096128
United Kingdom,2009,494.108,7.905,113.823,180.264,188.07,62506169,GBR,48076.367,2.988894
United Kingdom,2010,511.905,8.125,118.03,179.848,201.927,63006430,GBR,48766.29,3.0432706
United Kingdom,2011,469.713,7.396,117.15,172.06,168.236,63509238,GBR,48937.477,4.2681527
United Kingdom,2012,487.477,7.622,148.005,170.288,158.24,63960443,GBR,49331.72,4.868681
United Kingdom,2013,477.611,7.418,142.457,165.756,157.622,64389337,GBR,49884.434,6.6554303
United Kingdom,2014,438.807,6.765,115.434,166.511,144.492,64865865,GBR,51100.336,8.505534
United Kingdom,2015,422.461,6.461,91.548,170.773,147.899,65382063,GBR,51823.973,10.561546
United Kingdom,2016,399.43,6.062,47.825,173.93,165.742,65893305,GBR,52421.082,10.659087
United Kingdom,2017,387.367,5.838,39.129,174.851,161.697,66354423,GBR,53449.293,12.440468
United Kingdom,2018,379.73,5.689,33.28,173.087,161.485,66752425,GBR,53872.934,13.98007
United Kingdom,2019,364.753,5.435,24.513,168.996,159.321,67110910,GBR,54440.105,15.684401
United Kingdom,2020,326.263,4.844,22.809,143.981,149.42,67351806,GBR,48656.164,19.068272
United Kingdom,2021,344.51,5.091,23.739,151.894,158.404,67668749,GBR,52872.195,17.482069
United Kingdom,2022,313.835,4.603,19.666,149.52,134.872,68179267,GBR,54805.445,19.072384
United Kingdom,2023,305.146,4.443,17.556,154.927,123.221,68682907,GBR,54542.016,19.976458
United States,1990,5120.957,20.211,1814.537,2178.622,1023.425,253373337,USA,44378.523,4.515783
United States,1991,5062.957,19.741,1797.157,2120.971,1042.436,256471373,USA,43742.027,4.518919
United States,1992,5174.228,19.931,1817.281,2174.379,1080.4,259605966,USA,44659.152,4.083339
United States,1993,5272.851,20.077,1879.596,2181.652,1109.23,262633187,USA,45286.934,4.377474
United States,1994,5364.279,20.206,1894.402,2227.062,1137.428,265474761,USA,46537.355,4.076432
United States,1995,5425.259,20.228,1913.401,2217.904,1186.511,268205740,USA,47220.957,4.5511875
United States,1996,5612.983,20.723,1993.564,2305.301,1206.587,270860655,USA,48435.7,4.7913885
United States,1997,5688.142,20.8,2038.751,2326.338,1214.128,273467966,USA,49984.27,4.8841767
United States,1998,5733.281,20.764,2062.838,2370.915,1191.097,276119277,USA,51619.87,4.4887023
United States,1999,5803.918,20.819,2063.366,2433.46,1197.931,278785441,USA,53474.047,4.3828425
United States,2000,6010.136,21.352,2163.591,2487.84,1251.388,281484082,USA,55038.62,3.8559294
United States,2001,5907.74,20.781,2099.728,2502.249,1198.855,284279583,USA,55017.305,3.2874331
United States,2002,5946.308,20.713,2103.809,2495.708,1237.821,287084300,USA,55436.117,3.8508277
United States,2003,6010.146,20.731,2144.086,2557.332,1201.066,289908046,USA,56498.207,4.0120363
United States,2004,6112.655,20.878,2164.412,2630.811,1204.871,292786200,USA,58131.633,3.9444015
United States,2005,6132.183,20.737,2188.337,2642.556,1186.902,295716618,USA,59604.754,4.0551906
United States,2006,6052.686,20.261,2152.56,2609.566,1173.252,298730164,USA,60676.566,4.501956
United States,2007,6130.123,20.309,2175.033,2592.442,1247.321,301844176,USA,61306.598,4.2223315
United States,2008,5915.119,19.396,2135.89,2414.717,1252.606,304970280,USA,60798.434,4.8325415
United States,2009,5480.726,17.793,1872.386,2280.318,1231.696,308023398,USA,58714.973,5.601161
United States,2010,5679.715,18.259,1982.954,2300.574,1290.495,311062741,USA,59799.285,5.6417837
United States,2011,5546.116,17.657,1873.284,2252.414,1310.707,314105041,USA,60294.98,6.652554
United States,2012,5344.086,16.852,1658.491,2196.025,1372.072,317115301,USA,61224.406,6.6520786
United States,2013,5480.157,17.12,1720.408,2224.627,1410.482,320110710,USA,62089.348,6.8875813
United States,2014,5528.681,17.111,1710.594,2247.931,1435.209,323115328,USA,63191.246,7.0149126
United States,2015,5376.473,16.486,1479.145,2285.676,1476.136,326126448,USA,64575.406,7.219234
United States,2016,5252.932,15.958,1347.943,2299.961,1481.873,329179362,USA,65275.57,7.99331
United States,2017,5212.162,15.69,1308.716,2315.177,1460.656,332204602,USA,66458.02,8.754503
United States,2018,5377.797,16.05,1256.631,2366.168,1619.275,335056439,USA,68070.21,8.6396475
United States,2019,5262.145,15.578,1071.666,2360.999,1675.471,337790020,USA,69511.766,8.966625
United States,2020,4714.628,13.89,877.92,2047.544,1656.255,339436106,USA,67352.39,10.12306
United States,2021,5032.213,14.794,1004.759,2238.883,1659.128,340161392,USA,71318.305,10.115881
United States,2022,5078.871,14.871,942.357,2258.467,1748.499,341533996,USA,72841.92,10.874506
United States,2023,4911.391,14.299,776.767,2250.856,1755.923,343477286,USA,74577.51,11.212399
Uzbekistan,1990,103.087,5.037,7.023,29.127,62.939,20464919,UZB,4214.584,3.561631
Uzbekistan,1991,102.287,4.879,6.258,28.736,63.422,20962868,UZB,4094.2273,3.277828
Uzbekistan,1992,110.984,5.166,9.692,21.952,76.848,21485048,UZB,3547.3115,3.6015365
Uzbekistan,1993,115.617,5.258,7.387,24.311,81.55,21987911,UZB,3386.4622,4.0488334
Uzbekistan,1994,109.785,4.887,7.478,20.247,78.153,22463238,UZB,3142.4329,3.9809291
Uzbekistan,1995,104.803,4.573,4.21,18.624,78.285,22917532,UZB,3052.4187,3.3980918
Uzbekistan,1996,108.184,4.633,4.723,18.136,81.254,23351929,UZB,3046.5637,3.4791083
Uzbekistan,1997,109.028,4.589,3.884,18.738,82.506,23758910,UZB,3150.0852,3.104103
Uzbekistan,1998,120.975,5.012,4.056,18.493,94.358,24134883,UZB,3234.3574,3.0929012
Uzbekistan,1999,123.587,5.049,4.027,19.28,96.935,24475974,UZB,3326.4253,2.7253523
Uzbekistan,2000,123.477,4.982,4.917,19.232,95.364,24787003,UZB,3410.6504,2.7503598
Uzbekistan,2001,126.221,5.031,5.049,19.016,96.84,25090234,UZB,3509.7285,2.7930737
Uzbekistan,2002,132.575,5.219,5.042,18.727,102.056,25399940,UZB,3604.6934,2.778143
Uzbekistan,2003,130.294,5.068,3.877,19.969,100.298,25711212,UZB,3711.7786,3.5324366
Uzbekistan,2004,129.098,4.96,4.584,18.609,99.793,26029305,UZB,3939.5305,3.172221
Uzbekistan,2005,121.6,4.614,4.426,14.429,95.455,26356932,UZB,4160.955,3.2978096
Uzbekistan,2006,124.901,4.678,4.752,14.484,97.931,26698989,UZB,4413.7227,2.986139
Uzbekistan,2007,123.821,4.573,5.034,13.788,98.525,27075969,UZB,4764.564,3.0862498
Uzbekistan,2008,128.388,4.67,4.924,13.084,102.57,27494727,UZB,5115.644,2.2145233
Uzbekistan,2009,109.227,3.909,5.306,11.645,86.133,27939281,UZB,5439.551,3.2530093
Uzbekistan,2010,107.666,3.793,5.151,10.885,85.196,28385466,UZB,5760.805,4.0692954
Uzbekistan,2011,116.756,4.051,5.415,9.944,95.132,28823141,UZB,6100.251,2.6998203
Uzbekistan,2012,118.858,4.062,5.471,8.915,98.246,29261864,UZB,6435.5645,3.0196328
Uzbekistan,2013,112.286,3.778,8.013,10.278,88.317,29724011,UZB,6797.775,2.9448645
Uzbekistan,2014,107.4,3.554,7.43,10.09,84.416,30222939,UZB,7145.11,2.7847326
Uzbekistan,2015,103.696,3.372,5.991,10.237,81.945,30749306,UZB,7529.7637,2.826822
Uzbekistan,2016,110.139,3.521,7.094,10.718,86.994,31284509,UZB,7839.978,3.3193383
Uzbekistan,2017,108.931,3.423,6.69,11.113,85.866,31819131,UZB,8047.0537,3.6982188
Uzbekistan,2018,102.288,3.16,9.658,11.692,75.676,32373443,UZB,8348.961,2.729526
Uzbekistan,2019,108.429,3.289,8.284,11.314,83.148,32964655,UZB,8755.126,2.959554
Uzbekistan,2020,109.632,3.264,11.512,12.696,79.241,33586325,UZB,8727.411,2.293124
Uzbekistan,2021,120.241,3.511,10.23,10.754,92.218,34243658,UZB,9247.644,2.1671228
Uzbekistan,2022,125.039,3.579,11.762,10.503,95.793,34938911,UZB,9607.562,2.3873246
Uzbekistan,2023,124.768,3.5,15.054,10.475,92.339,35652264,UZB,10007.686,3.1044497
Vietnam,1990,21.299,0.325,11.058,9.116,0.007,65504503,VNM,2467.9646,19.58081
Vietnam,1991,21.376,0.32,11.998,8.04,0.004,66891732,VNM,2560.8438,22.676071
Vietnam,1992,21.466,0.314,10.981,8.717,0.0,68260287,VNM,2726.4736,23.761398
Vietnam,1993,22.853,0.328,8.896,12.11,0.0,69586352,VNM,2890.4243,22.91678
Vietnam,1994,27.362,0.386,10.911,13.201,0.0,70854342,VNM,3089.6094,23.81971
Vietnam,1995,30.089,0.418,12.549,13.187,0.425,72049901,VNM,3328.2148,23.467438
Vietnam,1996,35.482,0.485,14.748,15.982,0.627,73156404,VNM,3584.029,23.224747
Vietnam,1997,45.502,0.613,21.528,18.398,1.14,74226840,VNM,3820.3025,19.526443
Vietnam,1998,47.866,0.636,21.682,19.044,1.898,75299613,VNM,3982.958,17.157963
Vietnam,1999,48.548,0.636,20.031,20.236,2.158,76287407,VNM,4119.0537,20.616985
Vietnam,2000,53.935,0.699,20.716,23.193,3.063,77153969,VNM,4349.2236,19.10712
Vietnam,2001,60.984,0.782,24.952,25.564,2.565,77969304,VNM,4570.2686,21.060719
Vietnam,2002,69.528,0.883,27.49,28.636,4.1,78772174,VNM,4809.6216,19.06628
Vietnam,2003,77.262,0.971,31.974,29.501,5.206,79563721,VNM,5090.29,18.34503
Vietnam,2004,88.939,1.107,34.792,33.891,8.76,80338926,VNM,5421.097,14.007817
Vietnam,2005,95.846,1.182,39.458,33.859,9.394,81088259,VNM,5776.3633,12.157633
Vietnam,2006,99.652,1.213,42.744,32.412,11.212,82167850,VNM,6098.245,15.765579
Vietnam,2007,101.43,1.213,36.463,37.357,12.479,83633326,VNM,6418.544,16.349266
Vietnam,2008,114.303,1.342,43.642,40.421,13.901,85175740,VNM,6659.1357,15.181914
Vietnam,2009,124.493,1.44,45.489,43.341,15.374,86459976,VNM,6914.339,17.053614
Vietnam,2010,139.564,1.596,47.463,49.303,18.049,87455095,VNM,7274.733,13.930893
Vietnam,2011,152.56,1.724,59.547,47.178,16.279,88468266,VNM,7652.619,18.079273
Vietnam,2012,144.28,1.612,52.307,44.21,17.957,89510294,VNM,7979.868,22.488022
Vietnam,2013,151.438,1.672,56.541,43.908,18.719,90573054,VNM,8324.198,22.934511
Vietnam,2014,179.971,1.963,78.073,47.698,19.599,91679537,VNM,8751.883,22.221386
Vietnam,2015,213.311,2.298,97.818,58.913,20.463,92823207,VNM,9248.024,17.797033
Vietnam,2016,220.98,2.351,106.855,55.369,20.368,94000065,VNM,9743.188,18.652882
Vietnam,2017,227.613,2.391,108.22,57.048,17.877,95176934,VNM,10290.549,23.116835
Vietnam,2018,255.319,2.653,122.121,63.633,18.554,96237273,VNM,10936.894,19.655489
Vietnam,2019,339.147,3.49,191.443,70.808,18.906,97173733,VNM,11628.614,14.914143
Vietnam,2020,362.46,3.696,215.817,68.389,16.931,98079150,VNM,11851.396,17.27617
Vietnam,2021,313.973,3.174,172.395,64.076,14.436,98935054,VNM,12048.902,22.160095
Vietnam,2022,297.634,2.986,157.181,67.727,15.636,99680606,VNM,12930.256,25.312202
Vietnam,2023,334.726,3.336,192.077,75.601,14.475,100352143,VNM,13491.88,21.387896
