country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,population,Code,gdp_per_capita,renewable_energy_consumption
Finland,2012,51.155,9.449,19.596,23.673,6.463,5413924,FIN,54459.246,24.392008
Finland,2013,51.719,9.509,21.36,22.841,6.064,5439027,FIN,53677.812,22.1497
Finland,2014,47.622,8.719,19.327,21.543,5.393,5461629,FIN,53200.723,24.194855
Finland,2015,44.192,8.065,16.843,21.386,4.724,5479664,FIN,53273.14,27.515348
Finland,2016,47.251,8.598,18.66,22.94,4.207,5495422,FIN,54486.46,25.935268
Finland,2017,44.657,8.107,17.089,22.214,3.887,5508354,FIN,56154.418,27.990192
Finland,2018,45.734,8.292,17.924,22.045,4.412,5515685,FIN,56749.004,27.990328
Finland,2019,42.442,7.686,15.252,21.657,4.309,5521713,FIN,57451.63,28.590925
Finland,2020,37.7,6.818,11.863,20.256,4.357,5529559,FIN,55940.074,32.588146
Finland,2021,37.798,6.821,12.646,19.541,4.327,5541019,FIN,57350.87,35.03598
Finland,2022,36.367,6.53,12.145,20.567,2.403,5569254,FIN,58024.477,34.89674
Finland,2023,31.622,5.646,8.834,18.704,2.851,5601133,FIN,57063.523,35.888016
France,1990,393.717,6.909,80.44,233.972,59.049,56990186,FRA,39674.426,5.9362874
France,1991,417.859,7.296,85.989,245.485,66.698,57271510,FRA,39963.926,5.9408174
France,1992,407.316,7.077,77.892,243.548,67.708,57554812,FRA,40368.258,7.0186033
France,1993,387.699,6.707,63.036,239.495,67.874,57801206,FRA,40048.766,6.6240153
France,1994,380.793,6.565,61.766,233.579,67.462,57999814,FRA,40850.113,8.12928
France,1995,385.81,6.63,62.935,236.348,68.639,58192155,FRA,41639.71,7.3958673
France,1996,402.156,6.889,65.29,243.36,75.755,58380593,FRA,42070.8,6.5060716
France,1997,394.845,6.742,61.266,240.95,75.041,58568614,FRA,42980.344,6.447103
France,1998,413.259,7.031,71.286,247.031,76.827,58778760,FRA,44299.83,6.119823
France,1999,412.021,6.973,66.37,247.611,80.664,59084162,FRA,45570.03,7.020459
France,2000,406.139,6.828,65.668,238.715,84.16,59483672,FRA,47132.484,6.4093084
France,2001,410.445,6.852,56.01,248.684,88.274,59905084,FRA,47678.906,7.0722537
France,2002,405.947,6.729,58.579,242.252,87.873,60327203,FRA,47838.926,5.8793926
France,2003,411.965,6.782,59.184,244.12,91.564,60741072,FRA,47962.285,5.674738
France,2004,413.379,6.757,58.254,244.202,93.194,61175198,FRA,48977.824,5.6835847
France,2005,415.795,6.747,62.071,241.28,94.908,61624978,FRA,49528.996,5.121812
France,2006,406.157,6.546,59.521,236.189,92.313,62049790,FRA,50520.227,5.7024584
France,2007,396.01,6.343,61.413,226.863,89.18,62432388,FRA,51479.387,6.3559203
France,2008,389.094,6.198,56.225,222.805,91.986,62780134,FRA,51387.543,7.318919
France,2009,370.876,5.877,45.205,218.919,90.679,63106403,FRA,49680.383,7.4089875
France,2010,376.457,5.936,49.122,215.221,96.099,63417312,FRA,50424.957,7.881733
France,2011,354.375,5.56,42.131,208.439,87.628,63733716,FRA,51405.387,6.9299383
France,2012,356.439,5.564,46.799,204.283,90.402,64058423,FRA,51251.375,8.714423
France,2013,358.703,5.571,49.56,203.476,91.016,64387684,FRA,51385.727,9.857446
France,2014,326.842,5.052,39.554,196.836,76.291,64692449,FRA,51652.617,9.884686
France,2015,331.49,5.106,38.043,198.718,81.258,64916292,FRA,52018.332,9.568417
France,2016,334.2,5.135,35.924,196.022,88.941,65086802,FRA,52327.45,10.361992
France,2017,337.101,5.164,39.939,194.975,89.163,65284727,FRA,53262.957,9.803202
France,2018,321.94,4.914,35.138,188.516,84.658,65519483,FRA,53945.88,11.513117
France,2019,315.015,4.793,29.451,186.42,85.921,65729405,FRA,54856.867,11.753885
France,2020,280.49,4.256,23.937,164.503,80.005,65905226,FRA,50610.633,13.971604
France,2021,305.607,4.625,30.505,178.538,84.289,66083491,FRA,53901.11,12.914199
France,2022,293.502,4.428,25.994,179.441,76.353,66277365,FRA,55106.332,13.725916
France,2023,272.476,4.101,19.636,174.553,66.651,66438774,FRA,55441.188,15.866664
Germany,1990,1054.796,13.233,569.117,333.324,122.281,79707913,DEU,42657.652,1.2639512
Germany,1991,1016.93,12.664,504.043,355.311,130.146,80303142,DEU,44511.223,1.2020515
Germany,1992,969.464,11.978,454.311,357.981,129.3,80934859,DEU,45063.812,1.4379585
Germany,1993,959.386,11.774,430.776,364.629,136.252,81486723,DEU,44332.805,1.4977083
Germany,1994,943.228,11.535,418.185,353.812,142.15,81773563,DEU,45326.895,1.646116
Germany,1995,939.934,11.46,406.046,351.7,152.97,82019850,DEU,45874.223,1.7878119
Germany,1996,959.69,11.666,400.613,361.057,169.956,82263144,DEU,46216.492,1.5931067
Germany,1997,931.508,11.306,386.864,353.069,162.876,82389580,DEU,47004.9,1.7087605
Germany,1998,923.499,11.261,377.48,351.914,165.377,82011883,DEU,47982.93,1.8677492
Germany,1999,895.442,10.963,360.052,340.846,165.627,81678226,DEU,48973.36,2.1120107
Germany,2000,898.976,10.99,373.461,330.774,166.421,81797200,DEU,50314.254,2.7381492
Germany,2001,915.255,11.171,376.52,338.871,173.799,81933833,DEU,51051.715,2.7976856
Germany,2002,898.834,10.952,375.786,324.413,173.61,82068282,DEU,50849.594,3.365451
Germany,2003,894.501,10.894,378.305,313.847,176.587,82111559,DEU,50552.133,3.4766617
Germany,2004,876.57,10.678,374.908,301.208,174.327,82092658,DEU,51150.836,4.315671
Germany,2005,867.881,10.578,361.975,305.188,175.904,82046684,DEU,51633.188,4.9923463
Germany,2006,886.434,10.85,367.653,313.191,180.197,81701921,DEU,53684.547,5.7970138
Germany,2007,846.116,10.408,376.715,268.924,173.851,81298499,DEU,55309.996,7.369626
Germany,2008,856.607,10.561,353.581,296.43,180.995,81110734,DEU,55919.77,7.5227284
Germany,2009,789.951,9.76,316.28,282.438,168.399,80935222,DEU,52952.93,8.146815
Germany,2010,826.68,10.227,341.311,277.154,184.875,80830868,DEU,55233.316,8.465436
Germany,2011,804.514,9.95,339.624,270.809,169.399,80857831,DEU,58381.22,10.167927
Germany,2012,814.09,10.061,350.039,271.945,167.837,80916339,DEU,58548.1,11.459871
Germany,2013,831.743,10.263,357.254,280.396,170.267,81041525,DEU,58614.05,11.603203
Germany,2014,792.579,9.74,344.722,271.602,151.986,81376036,DEU,59636.555,12.839898
Germany,2015,800.844,9.757,341.117,278.861,157.11,82077498,DEU,60099.637,14.318381
Germany,2016,798.014,9.642,329.436,275.703,169.169,82760053,DEU,60984.477,14.101188
Germany,2017,784.594,9.441,312.692,275.505,172.045,83103956,DEU,62407.164,15.3877945
Germany,2018,760.046,9.117,296.871,269.351,169.76,83368456,DEU,62914.547,16.262758
Germany,2019,709.827,8.495,240.114,273.111,172.762,83559127,DEU,63392.95,17.811209
Germany,2020,648.357,7.753,198.53,255.645,170.963,83628661,DEU,60747.273,20.017168
Germany,2021,678.777,8.11,232.149,241.585,181.116,83697031,DEU,62950.047,18.082499
Germany,2022,671.472,7.986,240.64,247.44,160.776,84086176,DEU,63353.94,20.329155
Germany,2023,596.151,7.051,188.477,231.622,155.461,84548184,DEU,63578.14,23.602962
Greece,1990,83.438,8.134,39.787,35.975,0.858,10258439,GRC,26953.523,1.7141215
Greece,1991,83.408,8.093,38.404,37.432,0.833,10306590,GRC,27457.51,2.9608462
Greece,1992,84.976,8.202,40.495,37.255,0.413,10359849,GRC,27439.305,2.0743866
Greece,1993,84.285,8.094,40.164,37.043,0.318,10412703,GRC,26841.91,2.156708
Greece,1994,86.43,8.258,42.134,37.368,0.2,10466221,GRC,27242.004,2.4004078
Greece,1995,86.963,8.267,40.427,39.134,0.194,10519187,GRC,27684.367,3.1314807
Greece,1996,89.115,8.431,39.23,42.476,0.208,10570036,GRC,27943.684,3.7601187
Greece,1997,93.802,8.831,42.629,43.466,0.428,10622280,GRC,28808.01,3.2649188
Greece,1998,98.622,9.238,44.556,45.11,1.645,10675358,GRC,29633.436,2.9708037
Greece,1999,97.935,9.129,43.084,44.716,2.848,10727901,GRC,30304.89,3.7328174
Greece,2000,102.973,9.55,45.851,45.633,3.982,10782578,GRC,31430.03,3.0918128
Greece,2001,105.362,9.717,47.02,46.86,3.923,10843115,GRC,32721.102,2.1644914
Greece,2002,105.001,9.642,45.544,47.894,4.24,10890234,GRC,34128.145,2.6210783
Greece,2003,109.067,9.989,45.616,51.338,4.757,10918420,GRC,36020.43,4.051534
Greece,2004,109.485,10.001,47.094,49.783,5.245,10947321,GRC,37863.76,4.050269
Greece,2005,113.889,10.371,46.604,53.968,5.385,10981291,GRC,38199.7,4.3349547
Greece,2006,112.42,10.205,42.794,55.7,6.284,11016060,GRC,40539.12,5.1486964
Greece,2007,114.546,10.37,45.193,54.069,7.808,11045687,GRC,41854.016,3.17061
Greece,2008,111.08,10.028,43.285,52.725,8.109,11076814,GRC,41767.047,3.908256
Greece,2009,104.32,9.391,42.243,50.128,6.623,11108016,GRC,39941.355,5.6748247
Greece,2010,97.354,8.751,41.26,44.002,7.166,11124619,GRC,37618.684,7.6959214
Greece,2011,94.505,8.507,42.08,40.501,8.811,11108791,GRC,33953.367,6.057834
Greece,2012,91.393,8.272,43.257,36.298,8.094,11048239,GRC,31293.428,7.967024
Greece,2013,81.713,7.45,37.291,32.913,7.336,10967481,GRC,30804.97,11.7947855
Greece,2014,78.636,7.219,35.227,33.486,5.559,10893122,GRC,31256.527,10.745494
Greece,2015,74.927,6.924,29.949,34.983,6.035,10820843,GRC,31391.312,12.795561
Greece,2016,71.36,6.622,23.594,35.573,7.912,10775454,GRC,31512.123,12.975171
Greece,2017,74.842,6.96,26.019,35.032,9.536,10753489,GRC,32039.643,11.449141
Greece,2018,71.778,6.689,24.851,33.837,9.072,10730788,GRC,32767.568,13.163528
Greece,2019,65.736,6.133,17.879,33.919,9.998,10718520,GRC,33549.066,13.476221
Greece,2020,55.558,5.193,10.129,31.012,11.043,10699317,GRC,30529.26,16.784912
Greece,2021,57.519,5.437,9.251,32.28,12.363,10579511,GRC,33577.51,19.199554
Greece,2022,58.08,5.578,8.909,35.383,10.367,10412428,GRC,35956.25,18.782621
Greece,2023,55.196,5.389,6.389,35.36,9.34,10242850,GRC,36905.453,20.754215
Hungary,1990,73.427,7.073,26.436,22.921,20.481,10381231,HUN,21448.309,0.16984051
Hungary,1991,69.825,6.728,25.132,21.678,20.461,10378132,HUN,18898.738,0.20391937
Hungary,1992,62.281,6.005,20.621,21.757,17.743,10371431,HUN,18326.816,0.20175427
Hungary,1993,62.991,6.082,20.365,21.343,19.024,10356813,HUN,18242.025,0.20971869
Hungary,1994,61.88,5.985,18.681,21.229,19.436,10339884,HUN,18805.37,0.20793031
Hungary,1995,61.464,5.954,18.347,19.788,20.997,10322744,HUN,19112.07,0.21955672
Hungary,1996,63.083,6.123,18.852,18.507,23.562,10302188,HUN,19160.705,0.2509772
Hungary,1997,61.676,6.0,18.307,18.744,22.439,10278552,HUN,19802.805,0.26928234
Hungary,1998,61.255,5.975,17.166,19.35,22.519,10251663,HUN,20623.045,0.21414758
Hungary,1999,61.575,6.025,17.493,19.153,22.74,10219743,HUN,21316.68,0.2447152
Hungary,2000,58.244,5.716,16.397,17.45,22.173,10190548,HUN,22329.424,0.24920407
Hungary,2001,59.828,5.885,15.822,17.227,24.595,10166641,HUN,23292.512,0.25638357
Hungary,2002,58.842,5.804,15.561,16.299,24.744,10138414,HUN,24466.445,0.23765965
Hungary,2003,61.611,6.095,16.094,16.063,27.142,10108909,HUN,25536.309,0.3454164
Hungary,2004,59.985,5.947,15.406,15.605,26.739,10085736,HUN,26873.748,0.9845928
Hungary,2005,60.142,5.975,13.538,16.407,27.946,10065654,HUN,28083.578,1.8823912
Hungary,2006,59.529,5.923,13.574,17.189,26.425,10049900,HUN,29237.266,1.5568607
Hungary,2007,58.449,5.825,13.528,17.554,25.022,10034027,HUN,29363.816,2.042377
Hungary,2008,57.184,5.709,13.03,17.273,24.553,10016610,HUN,29710.59,3.0945432
Hungary,2009,51.457,5.145,11.17,17.213,21.328,10001329,HUN,27793.346,3.9465206
Hungary,2010,51.993,5.21,11.65,16.009,22.826,9979076,HUN,28156.037,3.9990225
Hungary,2011,50.156,5.042,11.931,15.061,21.832,9946626,HUN,28763.053,3.6717165
Hungary,2012,46.72,4.711,11.431,14.375,19.529,9916568,HUN,28550.514,3.8068593
Hungary,2013,43.487,4.397,10.122,13.845,18.306,9889294,HUN,29145.291,4.115048
Hungary,2014,43.639,4.425,10.148,15.198,17.059,9862785,HUN,30460.725,4.8198676
Hungary,2015,46.567,4.733,10.482,16.54,18.169,9839162,HUN,31665.229,4.592733
Hungary,2016,47.039,4.795,9.74,16.587,19.307,9810479,HUN,32457.826,4.567204
Hungary,2017,49.424,5.051,10.013,17.482,20.42,9785561,HUN,33934.516,4.454482
Hungary,2018,49.376,5.052,9.416,18.568,19.782,9774342,HUN,35799.562,4.840078
Hungary,2019,49.166,5.032,8.161,19.379,19.909,9770300,HUN,37557.926,5.631988
Hungary,2020,47.107,4.832,7.406,17.338,20.786,9749421,HUN,35949.918,6.8065085
Hungary,2021,48.331,4.979,5.94,18.74,22.068,9707794,HUN,38648.0,7.7242503
Hungary,2022,44.843,4.63,5.545,19.115,18.851,9684259,HUN,40693.96,8.957309
Hungary,2023,40.19,4.149,3.782,18.144,16.869,9686418,HUN,40543.992,10.885689
India,1990,577.996,0.668,366.514,158.167,21.097,864972170,IND,2203.147,8.068385
India,1991,615.365,0.696,393.043,166.423,23.563,883927551,IND,2178.686,8.530875
India,1992,655.447,0.726,411.414,188.055,27.256,902957019,IND,2249.698,7.686875
India,1993,677.299,0.735,433.121,186.879,26.996,922118324,IND,2307.6072,7.58807
India,1994,714.064,0.759,455.72,198.955,28.997,941163717,IND,2411.4626,8.187422
India,1995,760.462,0.792,471.723,216.281,39.051,960300991,IND,2542.422,7.258058
India,1996,823.621,0.841,504.498,243.16,39.747,979678413,IND,2680.2788,6.4084535
India,1997,858.011,0.859,527.722,244.202,46.024,999133716,IND,2734.521,6.202084
India,1998,875.772,0.86,524.125,262.892,47.595,1018665024,IND,2847.9624,6.971399
India,1999,960.763,0.925,560.528,300.976,52.619,1038225772,IND,3041.4827,6.734852
India,2000,986.445,0.932,572.876,312.847,52.791,1057922676,IND,3099.503,6.041602
India,2001,1000.527,0.928,582.081,316.721,53.128,1077898527,IND,3188.8103,5.693083
India,2002,1032.14,0.94,598.597,325.22,57.609,1097600334,IND,3250.6956,5.2175255
India,2003,1067.737,0.956,625.89,330.615,58.565,1116802952,IND,3445.926,5.14373
India,2004,1133.828,0.998,669.968,348.234,58.316,1135991467,IND,3656.1262,6.8866243
India,2005,1194.592,1.035,721.469,352.376,59.357,1154676277,IND,3881.966,6.3590374
India,2006,1292.485,1.102,773.564,369.694,82.58,1172878840,IND,4129.7783,7.13375
India,2007,1392.506,1.17,842.477,391.897,87.956,1190675980,IND,4379.696,7.276437
India,2008,1489.437,1.233,910.795,413.233,90.277,1207930907,IND,4450.39,6.712009
India,2009,1612.216,1.316,983.947,432.66,112.463,1225524711,IND,4731.362,5.9646955
India,2010,1677.337,1.349,1015.983,439.5,134.121,1243481513,IND,5059.2827,6.056765
India,2011,1764.712,1.399,1074.385,460.104,136.26,1261224903,IND,5249.5493,6.9671354
India,2012,1925.7,1.506,1206.452,489.814,125.605,1278674446,IND,5460.4375,6.20846
India,2013,1995.098,1.54,1276.383,496.94,110.689,1295829456,IND,5732.2417,6.7499924
India,2014,2148.344,1.637,1407.057,512.465,109.467,1312277131,IND,6079.8438,6.8288
India,2015,2234.219,1.682,1449.587,556.117,106.871,1328024445,IND,6488.146,6.3568044
India,2016,2354.658,1.752,1499.401,614.597,113.622,1343944244,IND,6940.626,6.369765
India,2017,2426.607,1.785,1551.256,632.558,118.922,1359657354,IND,7326.607,6.792767
India,2018,2593.058,1.886,1668.318,657.084,126.201,1374659017,IND,7714.34,7.307381
India,2019,2612.888,1.881,1661.94,676.154,128.676,1389030252,IND,7930.0913,8.1080675
India,2020,2421.552,1.726,1561.799,606.045,127.994,1402617645,IND,7399.531,8.892713
India,2021,2674.222,1.891,1767.297,621.928,133.192,1414203840,IND,8050.0186,8.656782
India,2022,2831.166,1.986,1855.854,684.057,124.009,1425423157,IND,8544.688,9.421208
India,2023,3062.324,2.129,2032.012,717.799,132.42,1438069540,IND,9160.063,8.860951
Indonesia,1990,155.081,0.845,6.947,87.271,44.064,183501051,IDN,4873.0537,3.596921
Indonesia,1991,174.865,0.936,13.52,97.702,43.494,186778184,IDN,5118.468,3.6610518
Indonesia,1992,199.419,1.049,12.509,112.95,52.373,190043693,IDN,5357.376,4.2191944
Indonesia,1993,215.109,1.113,21.31,112.763,57.66,193305126,IDN,5609.152,3.6862354
Indonesia,1994,219.372,1.116,26.648,108.934,60.309,196591779,IDN,5931.235,3.4040134
Indonesia,1995,222.41,1.113,25.175,109.715,64.574,199888001,IDN,6312.9346,3.4448495
Indonesia,1996,253.065,1.245,27.561,121.308,78.992,203204307,IDN,6695.4097,3.4147522
Indonesia,1997,279.941,1.355,29.389,140.549,82.042,206536049,IDN,6897.0024,2.4514916
Indonesia,1998,244.523,1.165,32.075,141.038,48.028,209826738,IDN,5897.6855,3.9267678
Indonesia,1999,292.001,1.371,37.167,148.101,83.652,213004610,IDN,5855.658,3.788006
Indonesia,2000,281.33,1.302,50.906,156.816,48.592,216077748,IDN,6056.382,3.6989462
Indonesia,2001,317.027,1.447,64.629,164.07,61.163,219097854,IDN,6190.5195,4.0958548
Indonesia,2002,308.486,1.389,66.665,156.843,59.764,222088455,IDN,6381.9497,3.6467195
Indonesia,2003,339.357,1.508,89.49,162.447,62.662,225047958,IDN,6599.092,3.1953197
Indonesia,2004,343.022,1.505,82.216,173.895,61.886,227926604,IDN,6843.5464,3.4154806
Indonesia,2005,347.617,1.506,94.222,174.754,54.451,230871600,IDN,7140.8545,3.4936993
Indonesia,2006,346.633,1.482,111.641,152.499,57.426,233951608,IDN,7434.488,3.2336276
Indonesia,2007,387.858,1.636,140.066,166.225,57.078,237062283,IDN,7802.464,3.3739655
Indonesia,2008,365.718,1.523,121.845,158.303,60.313,240157845,IDN,8165.0615,3.6197574
Indonesia,2009,398.942,1.64,128.274,181.26,64.541,243219975,IDN,8435.456,3.7359443
Indonesia,2010,445.806,1.81,152.667,195.674,73.73,246305285,IDN,8848.225,4.4173155
Indonesia,2011,500.725,2.007,181.281,211.329,81.553,249469983,IDN,9274.97,3.5536041
Indonesia,2012,515.954,2.042,187.171,218.777,80.062,252698471,IDN,9708.612,3.5767014
Indonesia,2013,489.055,1.911,164.219,229.408,64.753,255852410,IDN,10121.814,4.533771
Indonesia,2014,487.89,1.885,173.584,220.593,62.416,258877350,IDN,10504.387,4.707626
Indonesia,2015,539.149,2.059,197.815,217.063,94.253,261799196,IDN,10893.662,4.0030937
Indonesia,2016,540.086,2.041,206.328,208.773,91.185,264627382,IDN,11319.663,5.8097644
Indonesia,2017,556.944,2.083,221.093,218.16,84.339,267346608,IDN,11772.574,5.5177298
Indonesia,2018,594.101,2.201,262.222,212.953,84.148,269951801,IDN,12262.231,8.029042
Indonesia,2019,653.792,2.399,315.401,216.541,87.91,272489333,IDN,12757.785,8.612932
Indonesia,2020,608.223,2.213,300.518,196.666,81.217,274814825,IDN,12388.545,10.643529
Indonesia,2021,619.622,2.239,303.154,202.298,83.76,276758010,IDN,12757.074,11.076047
Indonesia,2022,737.073,2.643,404.573,216.563,85.931,278830479,IDN,13334.294,10.207819
Indonesia,2023,733.224,2.608,399.051,215.932,88.657,281190021,IDN,13889.883,10.695158
Iran,1990,211.075,3.616,2.693,139.287,40.015,58380046,IRN,9046.585,2.5313313
Iran,1991,223.046,3.718,3.843,139.79,49.617,59986887,IRN,9923.821,1.7714487
Iran,1992,228.194,3.73,3.385,142.941,52.647,61184930,IRN,10050.382,2.6309264
Iran,1993,236.993,3.86,4.133,146.528,60.69,61403494,IRN,9867.293,3.2550466
Iran,1994,264.822,4.305,4.173,157.266,73.287,61520555,IRN,9681.262,1.9012783
Iran,1995,270.875,4.355,3.909,156.607,81.575,62205523,IRN,9804.55,2.1884034
Iran,1996,276.62,4.399,4.089,160.791,81.246,62881242,IRN,10315.138,2.1302752
Iran,1997,269.263,4.231,4.195,143.211,90.915,63639588,IRN,10329.857,1.392558
Iran,1998,305.642,4.737,4.884,174.87,98.652,64519819,IRN,10400.861,1.6853502
Iran,1999,374.452,5.722,4.976,227.718,114.287,65445344,IRN,10459.124,1.0809332
Iran,2000,367.213,5.529,5.328,210.118,120.448,66418621,IRN,10908.293,0.759674
Iran,2001,389.909,5.781,4.14,227.454,127.654,67451952,IRN,10998.129,0.7697289
Iran,2002,397.031,5.838,4.664,217.927,143.816,68011265,IRN,11788.8955,1.3559806
Iran,2003,410.967,5.976,5.188,210.79,158.468,68769299,IRN,12666.201,1.5835847
Iran,2004,442.119,6.293,4.994,221.765,178.9,70256267,IRN,12935.786,1.7740965
Iran,2005,466.784,6.499,6.086,222.489,200.161,71828417,IRN,13056.25,2.0141497
Iran,2006,501.018,6.827,5.983,233.364,221.54,73392696,IRN,13416.842,2.3534665
Iran,2007,507.775,6.806,6.577,225.18,236.52,74602596,IRN,14275.749,2.1385772
Iran,2008,528.536,6.999,5.859,233.945,246.875,75514155,IRN,14138.801,0.8674409
Iran,2009,543.413,7.107,4.393,232.918,261.065,76457779,IRN,14104.979,0.76722175
Iran,2010,561.496,7.253,5.448,227.533,277.22,77420793,IRN,14737.156,1.1060675
Iran,2011,576.146,7.35,5.313,223.695,293.263,78383547,IRN,14941.26,1.1087556
Iran,2012,599.121,7.548,4.129,247.162,292.274,79370525,IRN,14202.551,1.2841341
Iran,2013,609.839,7.584,4.118,253.329,294.934,80414625,IRN,13804.791,1.4233078
Iran,2014,644.151,7.903,3.591,247.8,335.007,81501999,IRN,14299.571,1.3490136
Iran,2015,641.911,7.769,4.302,227.053,356.769,82619310,IRN,13905.192,1.2302251
Iran,2016,644.684,7.692,3.451,200.124,380.704,83812175,IRN,14915.594,1.3443363
Iran,2017,696.4,8.19,4.708,229.059,399.504,85026715,IRN,15108.109,1.4622107
Iran,2018,689.783,8.01,4.459,231.77,390.843,86117959,IRN,14642.498,0.8643442
Iran,2019,735.347,8.447,4.847,239.919,429.315,87051599,IRN,14040.665,2.6406977
Iran,2020,756.606,8.625,5.577,221.965,465.332,87723397,IRN,14397.153,1.8023287
Iran,2021,779.756,8.815,5.181,228.62,476.04,88455443,IRN,14951.895,1.1396211
Iran,2022,800.747,8.944,5.348,231.813,496.507,89524192,IRN,15331.333,1.1119308
Iran,2023,817.88,9.027,5.444,225.85,509.267,90608663,IRN,15912.03,1.679545
Iraq,1990,49.057,2.79,0.004,33.21,3.69,17581160,IRQ,10735.094,5.453382
Iraq,1991,45.185,2.543,0.004,39.487,3.528,17767202,IRQ,3819.1619,3.982347
Iraq,1992,58.889,3.218,0.0,53.597,4.356,18300802,IRQ,4916.264,6.11391
Iraq,1993,63.13,3.288,0.0,57.323,4.895,19201146,IRQ,6105.0415,5.4301233
Iraq,1994,76.437,3.795,0.0,64.098,6.086,20139770,IRQ,6044.871,4.8624654
Iraq,1995,79.695,3.827,0.0,67.055,6.086,20825809,IRQ,5969.6694,5.564493
Iraq,1996,74.71,3.475,0.0,62.328,6.221,21501270,IRQ,6419.3696,5.064516
Iraq,1997,76.174,3.435,0.0,60.592,5.855,22176557,IRQ,7545.73,4.3485928
Iraq,1998,80.837,3.532,0.0,64.263,5.514,22884342,IRQ,9871.734,5.4372516
Iraq,1999,82.043,3.471,0.0,61.962,5.943,23636478,IRQ,11237.854,4.324654
Iraq,2000,83.266,3.409,0.0,61.68,5.888,24424011,IRQ,12702.164,2.757229
Iraq,2001,96.332,3.823,0.0,75.295,5.159,25197800,IRQ,12529.608,2.8419464
Iraq,2002,96.54,3.712,0.0,77.658,4.298,26006512,IRQ,11144.051,3.6559691
Iraq,2003,101.267,3.778,0.0,85.254,2.917,26802610,IRQ,6849.332,4.2741904
Iraq,2004,112.803,4.09,0.0,95.488,1.869,27577831,IRQ,10210.563,4.794266
Iraq,2005,114.02,4.014,0.0,87.09,12.439,28407405,IRQ,10078.443,4.279442
Iraq,2006,98.564,3.444,0.0,71.602,11.959,28616456,IRQ,10568.914,4.4663196
Iraq,2007,61.086,2.152,0.0,34.661,12.029,28391556,IRQ,10853.816,4.0294313
Iraq,2008,93.938,3.242,0.0,62.786,15.25,28970998,IRQ,11511.938,2.239946
Iraq,2009,104.815,3.487,0.0,70.199,16.701,30058157,IRQ,11470.518,2.1912282
Iraq,2010,113.536,3.657,0.0,78.472,14.817,31045312,IRQ,11816.841,2.4037626
Iraq,2011,122.937,3.823,0.0,84.862,13.909,32161373,IRQ,12267.585,2.1771026
Iraq,2012,133.421,3.964,0.0,92.913,13.153,33654796,IRQ,13357.015,2.572119
Iraq,2013,141.053,3.998,0.0,98.726,13.058,35281935,IRQ,13712.932,2.4564178
Iraq,2014,137.021,3.749,0.0,94.733,12.633,36550007,IRQ,13536.823,1.5438972
Iraq,2015,141.987,3.78,0.0,94.844,12.986,37560485,IRQ,13516.027,1.3996603
Iraq,2016,152.422,3.962,0.0,97.272,17.613,38469579,IRQ,15016.092,1.7088044
Iraq,2017,166.704,4.238,0.0,105.651,22.618,39337310,IRQ,14417.631,0.9335327
Iraq,2018,184.777,4.589,0.0,114.223,28.769,40265573,IRQ,14456.235,0.8770615
Iraq,2019,190.234,4.618,0.0,114.131,32.994,41192120,IRQ,14910.225,1.9817156
Iraq,2020,161.115,3.825,0.0,83.569,35.105,42116556,IRQ,12827.635,1.886679
Iraq,2021,159.045,3.693,0.0,79.144,36.135,43071162,IRQ,12731.754,1.4838758
Iraq,2022,171.279,3.886,0.006,87.078,40.409,44070510,IRQ,13393.675,1.0945245
Iraq,2023,176.458,3.915,0.006,91.91,41.157,45074010,IRQ,12711.062,0.59808654
Ireland,1990,32.945,9.375,14.659,12.401,4.414,3513969,IRL,29444.564,1.6440963
Ireland,1991,33.675,9.528,14.367,13.454,4.547,3534214,IRL,29840.682,1.693989
Ireland,1992,33.496,9.413,13.765,14.026,4.517,3558372,IRL,30628.658,1.8583128
Ireland,1993,33.717,9.428,13.196,13.992,5.221,3576075,IRL,31296.543,1.7266221
Ireland,1994,34.839,9.704,12.557,15.779,5.152,3590114,IRL,32967.707,1.9946455
Ireland,1995,35.853,9.93,12.668,16.079,5.527,3610640,IRL,35959.12,1.5169723
Ireland,1996,37.469,10.298,13.074,16.535,6.178,3638460,IRL,38308.44,1.5108565
Ireland,1997,38.805,10.567,12.21,18.195,6.592,3672240,IRL,42106.336,1.5628481
Ireland,1998,40.708,10.969,11.893,20.501,6.721,3711027,IRL,45322.21,2.0942116
Ireland,1999,42.44,11.309,10.289,23.186,7.19,3752895,IRL,49533.04,1.9074942
Ireland,2000,45.25,11.9,11.107,23.658,8.209,3802536,IRL,53473.297,1.9202329
Ireland,2001,47.608,12.324,11.659,24.844,8.601,3862927,IRL,55421.047,1.569639
Ireland,2002,46.081,11.73,11.315,23.797,8.633,3928386,IRL,57709.8,2.1063917
Ireland,2003,45.684,11.441,10.843,23.272,8.84,3992878,IRL,58488.53,1.774837
Ireland,2004,46.167,11.354,10.207,24.456,8.756,4066012,IRL,61327.246,2.122526
Ireland,2005,48.153,11.588,11.16,25.773,8.4,4155232,IRL,63449.746,2.7161562
Ireland,2006,47.597,11.15,10.021,25.354,9.429,4268715,IRL,64842.59,3.4513376
Ireland,2007,47.657,10.847,9.671,24.821,10.208,4393467,IRL,66339.95,3.9341013
Ireland,2008,47.359,10.557,9.644,24.38,10.771,4485943,IRL,62086.47,5.20251
